_num,_widgetName,_source,_resultNumber,_pageUrl,ranking,provincia,espectadores,salas,recaudacion
139,CineRecProv,CineRecProv,35,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,35,Jaén,733.725,35,3.660.19735 €
191,CineRecProv,CineRecProv,35,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,35,Huelva,669.158,40,3.920.14670 €
243,CineRecProv,CineRecProv,35,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,35,Huelva,675.493,46,3.849.91435 €
36,CineRecProv,CineRecProv,36,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,36,Jaén,647.914,35,3.763.84190 €
88,CineRecProv,CineRecProv,36,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,36,Albacete,593.082,33,3.327.76069 €
140,CineRecProv,CineRecProv,36,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,36,Albacete,582.268,33,3.593.59074 €
192,CineRecProv,CineRecProv,36,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,36,Jaén,680.725,37,3.840.24100 €
244,CineRecProv,CineRecProv,36,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,36,Jaén,671.846,33,3.769.95790 €
37,CineRecProv,CineRecProv,37,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,37,Burgos,438.493,21,2.974.30560 €
89,CineRecProv,CineRecProv,37,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,37,Jaén,711.684,34,3.316.59960 €
141,CineRecProv,CineRecProv,37,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,37,La Rioja,598.337,55,3.473.05230 €
193,CineRecProv,CineRecProv,37,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,37,Albacete,457.220,26,3.038.27506 €
245,CineRecProv,CineRecProv,37,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,37,Albacete,482.311,23,3.282.37864 €
38,CineRecProv,CineRecProv,38,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,38,Albacete,465.804,27,2.929.40808 €
90,CineRecProv,CineRecProv,38,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,38,Burgos,425.499,21,2.448.94020 €
142,CineRecProv,CineRecProv,38,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,38,Burgos,429.821,15,2.564.63790 €
194,CineRecProv,CineRecProv,38,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,38,Burgos,413.006,23,2.777.80250 €
246,CineRecProv,CineRecProv,38,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,38,Burgos,395.132,15,2.631.14640 €
39,CineRecProv,CineRecProv,39,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,39,Cáceres,369.503,21,2.174.00610 €
91,CineRecProv,CineRecProv,39,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,39,Cáceres,425.696,27,2.035.50610 €
143,CineRecProv,CineRecProv,39,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,39,Cáceres,474.639,28,2.463.10360 €
195,CineRecProv,CineRecProv,39,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,39,Cáceres,386.794,28,2.218.08340 €
247,CineRecProv,CineRecProv,39,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,39,Cáceres,434.845,27,2.478.20620 €
40,CineRecProv,CineRecProv,40,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,40,Lugo,351.859,23,2.124.86654 €
92,CineRecProv,CineRecProv,40,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,40,Guadalajara,313.039,14,1.961.07549 €
144,CineRecProv,CineRecProv,40,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,40,Guadalajara,341.282,14,2.147.65704 €
196,CineRecProv,CineRecProv,40,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,40,Guadalajara,306.026,14,2.150.68553 €
248,CineRecProv,CineRecProv,40,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,40,Guadalajara,347.152,14,2.463.11258 €
41,CineRecProv,CineRecProv,41,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,41,Guadalajara,306.562,14,2.006.01154 €
93,CineRecProv,CineRecProv,41,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,41,Lugo,355.965,24,1.835.65930 €
145,CineRecProv,CineRecProv,41,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,41,Lugo,386.645,24,2.135.85380 €
197,CineRecProv,CineRecProv,41,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,41,Lugo,357.045,23,2.086.67120 €
249,CineRecProv,CineRecProv,41,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,41,Lugo,343.639,23,2.011.92080 €
42,CineRecProv,CineRecProv,42,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,42,Ourense,273.827,12,1.891.09655 €
94,CineRecProv,CineRecProv,42,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,42,Segovia,282.797,15,1.534.83065 €
146,CineRecProv,CineRecProv,42,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,42,Orense,285.310,12,1.701.86400 €
198,CineRecProv,CineRecProv,42,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,42,Ourense,268.778,12,1.791.41430 €
250,CineRecProv,CineRecProv,42,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,42,Segovia,313.326,16,1.844.92580 €
43,CineRecProv,CineRecProv,43,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,43,Segovia,242.947,15,1.521.00540 €
95,CineRecProv,CineRecProv,43,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,43,Orense,263.039,12,1.521.18190 €
147,CineRecProv,CineRecProv,43,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,43,Segovia,298.620,15,1.654.57940 €
199,CineRecProv,CineRecProv,43,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,43,Segovia,266.144,17,1.659.31040 €
251,CineRecProv,CineRecProv,43,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,43,Orense,265.255,13,1.691.53290 €
44,CineRecProv,CineRecProv,44,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,44,Palencia,186.338,13,1.110.18500 €
96,CineRecProv,CineRecProv,44,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,44,Palencia,242.603,21,1.145.25800 €
148,CineRecProv,CineRecProv,44,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,44,Zamora,219.493,9,1.188.70600 €
200,CineRecProv,CineRecProv,44,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,44,Zamora,193.279,11,1.110.29800 €
252,CineRecProv,CineRecProv,44,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,44,Zamora,245.805,11,1.383.62980 €
45,CineRecProv,CineRecProv,45,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,45,Zamora,188.572,11,1.065.72170 €
97,CineRecProv,CineRecProv,45,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,45,Cuenca,198.943,17,1.038.14422 €
149,CineRecProv,CineRecProv,45,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,45,Ávila,203.020,12,1.104.48500 €
201,CineRecProv,CineRecProv,45,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,45,Palencia,178.449,13,1.078.19590 €
253,CineRecProv,CineRecProv,45,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,45,Palencia,210.644,13,1.301.86280 €
46,CineRecProv,CineRecProv,46,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,46,Ávila,169.649,9,1.017.91980 €
98,CineRecProv,CineRecProv,46,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,46,Ávila,202.688,12,1.036.87780 €
150,CineRecProv,CineRecProv,46,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,46,Huesca,189.138,14,1.028.53890 €
202,CineRecProv,CineRecProv,46,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,46,Ávila,179.782,12,1.046.16149 €
254,CineRecProv,CineRecProv,46,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,46,Cuenca,206.404,17,1.137.73665 €
47,CineRecProv,CineRecProv,47,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,47,Cuenca,146.433,18,903.07830 €
99,CineRecProv,CineRecProv,47,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,47,Zamora,197.220,16,1.008.88380 €
151,CineRecProv,CineRecProv,47,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,47,Soria,176.998,10,963.06240 €
203,CineRecProv,CineRecProv,47,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,47,Huesca,181.187,16,1.015.00620 €
255,CineRecProv,CineRecProv,47,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,47,Ávila,190.201,12,1.100.68100 €
48,CineRecProv,CineRecProv,48,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,48,Huesca,139.423,16,816.67770 €
100,CineRecProv,CineRecProv,48,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,48,Soria,173.569,10,910.10285 €
152,CineRecProv,CineRecProv,48,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,48,Palencia,183.814,13,949.59400 €
204,CineRecProv,CineRecProv,48,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,48,Cuenca,168.150,17,996.02872 €
256,CineRecProv,CineRecProv,48,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,48,Huesca,192.283,15,1.080.51102 €
49,CineRecProv,CineRecProv,49,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,49,Ceuta,110.385,7,630.63419 €
101,CineRecProv,CineRecProv,49,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,49,Huesca,174.667,15,895.37500 €
153,CineRecProv,CineRecProv,49,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,49,Cuenca,174.801,17,937.55374 €
205,CineRecProv,CineRecProv,49,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,49,Soria,147.364,10,856.29635 €
257,CineRecProv,CineRecProv,49,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,49,Soria,150.878,10,868.74825 €
50,CineRecProv,CineRecProv,50,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,50,Soria,63.643,10,360.79560 €
102,CineRecProv,CineRecProv,50,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,50,Ceuta,106.834,7,524.54110 €
154,CineRecProv,CineRecProv,50,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,50,Ceuta,114.757,7,584.93000 €
206,CineRecProv,CineRecProv,50,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,50,Ceuta,119.244,7,628.22355 €
258,CineRecProv,CineRecProv,50,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,50,Ceuta,108.752,7,562.21240 €
51,CineRecProv,CineRecProv,51,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,51,Melilla,44.521,1,248.07850 €
103,CineRecProv,CineRecProv,51,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,51,Teruel,48.307,6,237.01340 €
155,CineRecProv,CineRecProv,51,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,51,Teruel,48.560,5,248.90700 €
207,CineRecProv,CineRecProv,51,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,51,Teruel,54.817,7,310.19730 €
259,CineRecProv,CineRecProv,51,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,51,Teruel,52.246,7,290.81130 €
52,CineRecProv,CineRecProv,52,http://www.mcu.es/cine/MC/CDC/Anio2012/CineProvincias.html,52,Teruel,31.994,6,184.90675 €
104,CineRecProv,CineRecProv,52,http://www.mcu.es/cine/MC/CDC/Anio2008/CineProvincias.html,52,Melilla,53.488,4,219.60900 €
156,CineRecProv,CineRecProv,52,http://www.mcu.es/cine/MC/CDC/Anio2009/CineProvincias.html,52,Melilla,39.472,4,159.83950 €
208,CineRecProv,CineRecProv,52,http://www.mcu.es/cine/MC/CDC/Anio2011/CineProvincias.html,52,Melilla,43.986,1,252.05750 €
260,CineRecProv,CineRecProv,52,http://www.mcu.es/cine/MC/CDC/Anio2010/CineProvincias.html,52,Melilla,53.176,4,247.96250 €
